Date,Service,Region,UsageHours,Cost
2023-02-21,Amazon CloudFront,us-west-2,23.3,32.16
2023-01-10,Amazon EC2,eu-west-1,22.83,4.02
2023-01-19,Amazon EC2,us-west-2,12.8,37.05
2023-02-27,AWS Lambda,ap-south-1,3.15,4.84
2023-01-01,Amazon RDS,eu-west-1,18.36,29.74
2023-03-10,Amazon S3,us-east-1,12.31,35.16
2023-01-04,Amazon EC2,us-east-1,7.96,3.42
2023-01-16,Amazon CloudFront,us-east-1,12.3,11.62
2023-01-24,AWS Lambda,us-east-1,13.02,45.79
2023-03-21,Amazon S3,us-west-2,13.94,30.85
2023-01-02,AWS Lambda,us-west-2,11.15,12.39
2023-02-01,Amazon S3,us-east-1,14.93,34.56
2023-03-25,Amazon S3,us-east-1,22.13,29.88
2023-01-24,Amazon EC2,us-east-1,9.33,25.13
2023-01-12,AWS Lambda,us-west-2,17.69,48.81
2023-02-19,AWS Lambda,us-east-1,21.57,34.2
2023-02-04,Amazon CloudFront,us-east-1,11.49,18.83
2023-02-02,Amazon CloudFront,ap-south-1,11.2,40.02
2023-02-02,Amazon EC2,ap-south-1,14.85,44.24
2023-03-02,Amazon EC2,us-east-1,14.6,6.35
2023-02-20,Amazon RDS,eu-west-1,19.55,10.11
2023-02-12,Amazon CloudFront,us-east-1,11.96,10.89
2023-01-12,Amazon S3,ap-south-1,23.91,34.59
2023-03-08,AWS Lambda,eu-west-1,2.37,30.19
2023-03-06,Amazon EC2,eu-west-1,1.07,30.99
2023-02-02,AWS Lambda,us-east-1,15.72,47.04
2023-02-09,AWS Lambda,ap-south-1,7.86,38.82
2023-03-15,Amazon RDS,ap-south-1,6.53,6.48
2023-02-12,Amazon CloudFront,eu-west-1,8.17,17.44
2023-02-13,Amazon EC2,us-east-1,6.89,21.83
2023-01-29,AWS Lambda,us-west-2,1.71,19.86
2023-01-13,Amazon EC2,us-west-2,23.35,33.5
2023-01-12,Amazon S3,ap-south-1,6.08,44.61
2023-02-15,Amazon RDS,us-west-2,17.88,15.37
2023-01-02,Amazon S3,ap-south-1,18.54,27.64
2023-02-04,Amazon EC2,ap-south-1,22.37,39.49
2023-03-28,Amazon EC2,ap-south-1,1.7,20.87
2023-03-22,Amazon CloudFront,us-west-2,21.06,8.49
2023-03-31,AWS Lambda,ap-south-1,13.13,23.8
2023-01-08,AWS Lambda,eu-west-1,15.55,2.86
2023-01-26,Amazon S3,us-east-1,15.82,47.12
2023-03-15,Amazon RDS,us-east-1,19.86,3.83
2023-03-31,AWS Lambda,ap-south-1,8.67,21.98
2023-02-03,Amazon CloudFront,us-east-1,17.86,26.54
2023-01-07,Amazon S3,us-west-2,13.16,49.27
2023-03-09,Amazon S3,us-west-2,19.25,8.38
2023-02-27,Amazon CloudFront,us-east-1,23.78,5.81
2023-03-16,Amazon RDS,us-west-2,5.61,0.53
2023-01-29,Amazon CloudFront,us-east-1,23.88,7.86
2023-02-05,Amazon RDS,us-east-1,3.07,10.44
2023-03-30,Amazon CloudFront,us-east-1,1.05,31.57
2023-01-21,Amazon CloudFront,ap-south-1,2.02,11.06
2023-02-05,Amazon EC2,us-east-1,8.86,1.12
2023-01-10,Amazon S3,ap-south-1,15.56,41.35
2023-03-14,Amazon CloudFront,us-east-1,2.59,18.34
2023-01-24,Amazon CloudFront,us-east-1,1.13,17.75
2023-03-05,AWS Lambda,us-east-1,22.55,15.19
2023-02-18,Amazon S3,us-west-2,19.9,48.77
2023-02-05,AWS Lambda,ap-south-1,19.61,8.59
2023-03-23,Amazon S3,ap-south-1,21.34,44.92
2023-01-24,AWS Lambda,us-east-1,17.1,38.86
2023-01-23,Amazon CloudFront,us-east-1,3.4,3.92
2023-03-03,Amazon CloudFront,us-west-2,10.18,49.34
2023-02-06,Amazon EC2,us-west-2,17.63,13.64
2023-01-12,AWS Lambda,us-west-2,7.45,5.02
2023-02-24,Amazon RDS,ap-south-1,16.81,41.48
2023-01-13,Amazon EC2,ap-south-1,1.56,35.36
2023-01-23,AWS Lambda,ap-south-1,8.04,30.9
2023-03-30,AWS Lambda,us-east-1,13.63,7.88
2023-01-30,Amazon EC2,ap-south-1,15.54,23.98
2023-01-17,Amazon CloudFront,eu-west-1,14.27,39.05
2023-03-03,AWS Lambda,eu-west-1,17.05,15.25
2023-03-25,Amazon CloudFront,us-west-2,1.14,15.65
2023-03-30,Amazon EC2,ap-south-1,3.32,0.26
2023-03-27,Amazon CloudFront,eu-west-1,20.99,8.79
2023-01-13,Amazon S3,us-west-2,16.68,43.78
2023-02-28,Amazon RDS,ap-south-1,3.6,22.14
2023-01-19,AWS Lambda,us-east-1,20.37,49.21
2023-02-18,Amazon RDS,eu-west-1,6.57,19.85
2023-01-12,Amazon CloudFront,us-east-1,12.0,35.79
2023-03-02,AWS Lambda,ap-south-1,4.34,14.17
2023-01-19,Amazon CloudFront,eu-west-1,17.33,18.25
2023-03-17,Amazon S3,ap-south-1,16.34,9.62
2023-01-09,Amazon EC2,us-east-1,5.86,17.42
2023-03-12,AWS Lambda,eu-west-1,20.86,27.41
2023-01-28,Amazon S3,us-east-1,10.23,49.59
2023-03-19,Amazon S3,ap-south-1,7.73,33.24
2023-02-21,AWS Lambda,ap-south-1,4.5,10.04
2023-03-24,Amazon CloudFront,us-east-1,7.12,2.34
2023-01-16,Amazon S3,eu-west-1,1.51,6.41
2023-03-10,Amazon RDS,us-east-1,14.41,28.17
2023-01-12,Amazon S3,ap-south-1,20.37,38.28
2023-01-25,Amazon CloudFront,us-east-1,13.63,47.03
2023-02-21,Amazon CloudFront,ap-south-1,6.04,0.89
2023-03-26,Amazon RDS,us-east-1,1.77,26.19
2023-02-22,Amazon S3,eu-west-1,5.94,23.6
2023-01-23,Amazon CloudFront,eu-west-1,10.57,32.84
2023-01-16,AWS Lambda,us-east-1,18.47,28.02
2023-02-26,Amazon EC2,us-east-1,5.32,34.38
2023-02-08,Amazon EC2,eu-west-1,17.56,32.94
2023-02-22,Amazon EC2,ap-south-1,20.94,5.94
2023-02-11,Amazon S3,eu-west-1,11.44,40.01
2023-02-27,Amazon RDS,ap-south-1,19.89,6.25
2023-02-08,Amazon CloudFront,us-east-1,13.76,34.96
2023-01-14,AWS Lambda,us-east-1,15.65,20.87
2023-01-05,AWS Lambda,ap-south-1,13.1,25.74
2023-02-04,Amazon S3,us-east-1,11.65,45.17
2023-03-28,Amazon EC2,ap-south-1,6.4,44.51
2023-03-16,Amazon S3,us-west-2,7.97,40.91
2023-01-18,Amazon RDS,eu-west-1,7.67,25.56
2023-03-17,Amazon RDS,us-west-2,13.96,36.84
2023-01-09,Amazon CloudFront,ap-south-1,3.76,25.69
2023-03-15,Amazon CloudFront,eu-west-1,22.09,43.49
2023-02-27,Amazon RDS,ap-south-1,17.58,20.2
2023-01-17,Amazon RDS,eu-west-1,10.23,48.51
2023-01-07,Amazon RDS,eu-west-1,4.65,46.62
2023-02-15,Amazon S3,eu-west-1,21.29,37.11
2023-01-13,Amazon RDS,eu-west-1,19.95,14.04
2023-02-09,AWS Lambda,ap-south-1,17.6,6.67
2023-02-11,Amazon EC2,eu-west-1,7.25,42.75
2023-01-09,Amazon RDS,eu-west-1,10.26,8.35
2023-02-19,Amazon EC2,us-west-2,3.36,42.73
2023-01-27,Amazon S3,us-east-1,5.35,24.59
2023-03-07,Amazon EC2,us-east-1,19.01,20.39
2023-01-05,Amazon S3,us-west-2,17.45,45.17
2023-01-29,AWS Lambda,us-west-2,14.65,30.23
2023-02-06,Amazon S3,ap-south-1,21.6,28.87
2023-02-07,Amazon S3,ap-south-1,14.42,27.98
2023-03-24,Amazon CloudFront,ap-south-1,11.74,18.62
2023-01-08,Amazon RDS,us-west-2,8.83,39.3
2023-03-06,Amazon RDS,us-west-2,22.63,12.71
2023-03-27,AWS Lambda,eu-west-1,2.9,46.95
2023-01-17,AWS Lambda,ap-south-1,22.41,44.71
2023-03-12,Amazon RDS,ap-south-1,20.01,16.94
2023-03-30,Amazon CloudFront,ap-south-1,3.99,36.5
2023-02-14,Amazon RDS,us-east-1,13.99,28.7
2023-01-04,Amazon CloudFront,eu-west-1,20.93,16.95
2023-02-05,AWS Lambda,ap-south-1,14.15,49.43
2023-03-11,Amazon EC2,ap-south-1,21.87,1.36
2023-01-31,AWS Lambda,ap-south-1,22.69,12.71
2023-01-19,AWS Lambda,us-east-1,10.71,26.05
2023-03-02,Amazon S3,us-east-1,9.68,26.15
2023-02-23,Amazon S3,us-west-2,22.54,29.49
2023-02-08,Amazon S3,eu-west-1,16.53,37.61
2023-03-15,Amazon S3,us-west-2,3.67,31.21
2023-03-31,Amazon CloudFront,eu-west-1,1.97,30.05
2023-01-19,Amazon RDS,us-east-1,13.99,2.77
2023-02-08,Amazon EC2,ap-south-1,22.39,18.89
2023-03-08,AWS Lambda,us-west-2,20.42,11.68
2023-02-14,Amazon CloudFront,ap-south-1,16.54,13.34
2023-01-13,Amazon EC2,us-west-2,4.2,27.76
2023-02-27,Amazon CloudFront,us-east-1,6.85,10.06
2023-01-20,Amazon CloudFront,us-east-1,21.14,14.77
2023-03-13,AWS Lambda,us-east-1,5.2,11.93
2023-03-02,Amazon RDS,us-west-2,7.4,47.43
2023-02-08,Amazon S3,eu-west-1,3.98,47.24
2023-01-01,Amazon RDS,us-west-2,16.55,30.54
2023-01-03,AWS Lambda,eu-west-1,22.71,46.23
2023-03-18,AWS Lambda,us-west-2,7.19,39.31
2023-03-03,AWS Lambda,us-west-2,11.93,29.54
2023-03-04,Amazon EC2,us-east-1,15.59,0.42
2023-01-25,Amazon RDS,ap-south-1,23.99,38.65
2023-02-25,Amazon RDS,ap-south-1,3.41,35.15
2023-02-02,Amazon CloudFront,eu-west-1,12.47,30.8
2023-02-07,Amazon CloudFront,ap-south-1,9.86,38.05
2023-01-06,Amazon CloudFront,us-west-2,20.91,25.69
2023-02-27,AWS Lambda,us-west-2,11.95,35.23
2023-02-13,Amazon RDS,us-east-1,3.55,46.77
2023-02-14,AWS Lambda,us-east-1,15.59,18.85
2023-02-01,Amazon EC2,ap-south-1,18.73,35.44
2023-02-14,Amazon CloudFront,eu-west-1,1.07,23.84
2023-03-02,AWS Lambda,ap-south-1,20.76,33.75
2023-02-16,AWS Lambda,ap-south-1,5.28,38.17
2023-01-21,Amazon EC2,ap-south-1,13.7,2.37
2023-03-21,Amazon S3,ap-south-1,10.56,32.37
2023-03-26,Amazon RDS,us-west-2,17.55,11.41
2023-03-16,Amazon S3,eu-west-1,9.54,33.53
2023-02-05,Amazon CloudFront,us-west-2,21.0,23.47
2023-01-19,AWS Lambda,eu-west-1,17.8,38.7
2023-01-20,Amazon EC2,us-east-1,15.9,6.26
2023-02-26,Amazon EC2,ap-south-1,19.31,31.35
2023-01-18,Amazon RDS,us-west-2,18.34,14.0
2023-02-16,Amazon S3,eu-west-1,1.83,42.66
2023-02-18,Amazon RDS,us-east-1,10.08,46.43
2023-01-14,AWS Lambda,us-east-1,22.41,49.82
2023-01-15,Amazon RDS,ap-south-1,3.89,39.82
2023-01-31,Amazon EC2,eu-west-1,17.95,37.71
2023-01-01,Amazon EC2,us-west-2,23.42,10.85
2023-02-23,Amazon CloudFront,ap-south-1,2.2,16.87
2023-01-03,Amazon CloudFront,us-west-2,16.69,23.34
2023-01-16,AWS Lambda,us-east-1,11.77,38.69
2023-03-28,Amazon S3,us-west-2,14.32,45.76
2023-02-26,Amazon RDS,us-west-2,2.96,9.54
2023-03-16,AWS Lambda,ap-south-1,1.99,46.13
2023-01-12,Amazon CloudFront,us-west-2,16.34,34.81
2023-03-15,Amazon RDS,ap-south-1,19.94,30.58
2023-01-16,Amazon CloudFront,us-east-1,18.99,10.07
2023-03-13,Amazon RDS,ap-south-1,13.51,2.87
2023-03-17,Amazon S3,ap-south-1,3.3,28.47
2023-01-24,AWS Lambda,eu-west-1,16.83,32.61
2023-01-28,Amazon RDS,us-west-2,6.56,10.62
2023-01-08,Amazon EC2,us-east-1,21.95,27.87
2023-02-05,Amazon EC2,ap-south-1,20.28,42.84
2023-03-31,Amazon RDS,us-east-1,17.32,41.77
2023-01-08,Amazon RDS,eu-west-1,22.82,46.38
2023-02-27,Amazon RDS,us-west-2,1.72,18.36
2023-03-01,Amazon EC2,ap-south-1,17.93,15.97
2023-02-19,Amazon EC2,us-west-2,8.6,37.5
2023-01-28,Amazon RDS,eu-west-1,21.84,21.61
2023-02-10,Amazon CloudFront,eu-west-1,7.13,4.47
2023-03-05,Amazon CloudFront,us-east-1,17.67,14.21
2023-01-27,Amazon S3,ap-south-1,21.19,20.99
2023-03-04,AWS Lambda,us-east-1,1.96,14.7
2023-01-17,Amazon CloudFront,eu-west-1,10.15,16.68
2023-03-14,Amazon EC2,us-west-2,18.53,14.76
2023-02-02,Amazon CloudFront,us-east-1,11.46,2.17
2023-03-25,Amazon S3,us-east-1,7.15,31.89
2023-03-18,Amazon S3,us-west-2,6.06,29.9
2023-01-29,AWS Lambda,us-east-1,4.02,32.7
2023-01-13,Amazon CloudFront,us-west-2,20.71,9.7
2023-02-15,Amazon EC2,ap-south-1,14.23,14.85
2023-02-04,Amazon EC2,us-west-2,2.76,31.02
2023-01-06,Amazon RDS,ap-south-1,9.8,30.02
2023-03-23,Amazon EC2,us-west-2,9.46,25.37
2023-03-10,AWS Lambda,eu-west-1,5.18,17.59
2023-02-16,AWS Lambda,eu-west-1,11.02,45.66
2023-01-25,Amazon EC2,ap-south-1,8.64,17.05
2023-03-07,Amazon EC2,ap-south-1,8.86,22.84
2023-01-10,Amazon RDS,eu-west-1,18.0,33.94
2023-02-25,Amazon EC2,ap-south-1,6.14,27.2
2023-01-30,Amazon RDS,us-west-2,15.76,17.41
2023-01-05,Amazon RDS,us-west-2,14.12,21.84
2023-02-02,Amazon EC2,eu-west-1,14.07,39.74
2023-03-06,Amazon S3,us-east-1,16.25,13.98
2023-01-18,Amazon S3,us-west-2,13.61,7.2
2023-02-18,Amazon RDS,ap-south-1,21.22,15.73
2023-01-11,Amazon EC2,us-east-1,16.54,42.49
2023-03-26,Amazon S3,us-east-1,13.58,4.54
2023-01-26,Amazon EC2,us-west-2,20.08,49.59
2023-03-04,Amazon EC2,us-west-2,14.94,27.1
2023-03-30,Amazon EC2,us-east-1,7.7,49.24
2023-03-27,Amazon CloudFront,us-east-1,5.76,46.96
2023-02-28,Amazon EC2,eu-west-1,4.5,22.7
2023-01-27,Amazon CloudFront,ap-south-1,21.69,10.0
2023-02-18,Amazon RDS,eu-west-1,17.33,8.33
2023-03-18,Amazon S3,us-west-2,22.56,12.08
2023-02-02,Amazon S3,eu-west-1,14.88,35.54
2023-01-01,Amazon S3,eu-west-1,11.89,13.72
2023-01-21,Amazon S3,eu-west-1,2.37,17.14
2023-02-24,Amazon S3,eu-west-1,16.45,22.49
2023-01-06,Amazon S3,ap-south-1,14.39,45.67
2023-03-22,Amazon S3,ap-south-1,23.77,9.55
2023-03-10,Amazon RDS,us-east-1,6.5,0.35
2023-01-05,Amazon EC2,us-west-2,13.21,3.1
2023-01-03,AWS Lambda,eu-west-1,15.97,45.25
2023-02-22,Amazon CloudFront,us-east-1,15.83,32.41
2023-01-23,AWS Lambda,us-east-1,13.91,13.72
2023-02-22,AWS Lambda,us-east-1,18.87,8.94
2023-02-06,Amazon EC2,ap-south-1,5.71,14.78
2023-03-15,Amazon EC2,eu-west-1,17.69,5.83
2023-03-15,Amazon EC2,eu-west-1,15.25,47.08
2023-03-24,Amazon S3,us-west-2,21.61,39.23
2023-01-17,Amazon RDS,eu-west-1,20.49,23.17
2023-03-26,Amazon S3,eu-west-1,8.25,43.26
2023-03-19,Amazon RDS,us-east-1,7.35,12.55
2023-03-14,Amazon RDS,us-west-2,23.58,35.88
2023-01-01,AWS Lambda,eu-west-1,13.13,42.82
2023-02-20,AWS Lambda,ap-south-1,21.85,17.9
2023-02-14,Amazon RDS,eu-west-1,4.77,37.9
2023-03-18,Amazon RDS,us-east-1,15.78,14.82
2023-01-04,Amazon S3,ap-south-1,19.63,15.01
2023-03-03,Amazon S3,us-east-1,22.79,5.44
2023-03-06,AWS Lambda,eu-west-1,8.76,22.06
2023-02-01,Amazon EC2,ap-south-1,17.67,36.51
2023-02-03,Amazon RDS,us-west-2,13.39,47.02
2023-03-13,Amazon S3,us-west-2,2.39,30.23
2023-02-08,AWS Lambda,ap-south-1,16.87,43.17
2023-01-26,Amazon S3,ap-south-1,16.87,41.14
2023-02-03,Amazon RDS,us-east-1,22.4,8.75
2023-02-23,Amazon RDS,ap-south-1,12.44,24.34
2023-01-03,Amazon CloudFront,us-east-1,6.3,5.93
2023-02-19,Amazon EC2,eu-west-1,2.02,34.14
2023-01-12,Amazon CloudFront,us-east-1,10.56,47.5
2023-03-06,AWS Lambda,ap-south-1,7.94,6.94
2023-02-23,Amazon S3,ap-south-1,18.51,36.72
2023-01-05,AWS Lambda,eu-west-1,9.15,31.65
2023-02-26,Amazon RDS,ap-south-1,22.83,29.22
2023-01-17,Amazon CloudFront,ap-south-1,23.13,19.57
2023-02-16,Amazon CloudFront,us-west-2,15.28,17.82
2023-01-23,Amazon CloudFront,us-west-2,22.36,2.36
2023-03-20,AWS Lambda,eu-west-1,18.5,10.97
2023-03-26,Amazon RDS,us-east-1,13.58,0.86
2023-01-14,Amazon S3,us-west-2,5.15,29.11
2023-03-07,Amazon S3,us-east-1,11.55,5.38
2023-03-16,AWS Lambda,ap-south-1,13.9,43.66
2023-02-20,Amazon CloudFront,us-west-2,20.87,26.2
2023-02-07,Amazon EC2,eu-west-1,12.07,35.01
2023-03-05,AWS Lambda,eu-west-1,21.65,20.6
2023-02-07,AWS Lambda,eu-west-1,16.51,28.07
2023-02-19,Amazon RDS,us-west-2,4.15,47.14
2023-03-23,Amazon S3,us-east-1,23.88,4.23
2023-01-30,AWS Lambda,ap-south-1,13.13,12.77
2023-03-20,AWS Lambda,us-east-1,10.01,39.02
2023-02-20,Amazon CloudFront,us-east-1,16.16,5.03
2023-03-04,Amazon CloudFront,ap-south-1,3.5,3.88
2023-02-21,Amazon EC2,ap-south-1,15.64,18.14
2023-02-07,Amazon RDS,us-west-2,12.46,4.7
2023-03-29,Amazon EC2,us-west-2,10.35,29.3
2023-03-20,Amazon CloudFront,us-west-2,22.92,11.39
2023-01-30,Amazon S3,us-west-2,13.02,44.8
2023-02-20,Amazon CloudFront,us-west-2,6.04,39.2
2023-03-22,Amazon RDS,ap-south-1,11.56,35.02
2023-01-05,Amazon CloudFront,us-east-1,22.15,30.89
2023-01-29,Amazon RDS,us-west-2,5.05,43.19
2023-01-04,Amazon RDS,us-west-2,5.92,11.23
2023-01-10,Amazon RDS,us-east-1,1.3,43.67
2023-02-25,Amazon RDS,us-west-2,1.33,39.5
2023-01-17,Amazon RDS,us-east-1,20.08,37.43
2023-03-15,Amazon S3,us-east-1,17.84,28.11
2023-01-17,Amazon EC2,ap-south-1,9.17,12.39
2023-03-25,AWS Lambda,eu-west-1,17.06,21.24
2023-03-29,Amazon EC2,ap-south-1,10.09,39.7
2023-03-10,Amazon RDS,eu-west-1,22.92,1.69
2023-02-03,Amazon S3,eu-west-1,23.24,39.12
2023-01-06,Amazon CloudFront,eu-west-1,10.03,12.08
2023-02-22,Amazon S3,us-west-2,20.65,7.3
2023-03-07,Amazon RDS,ap-south-1,18.78,5.87
2023-03-18,Amazon S3,eu-west-1,8.13,1.46
2023-02-12,Amazon S3,us-east-1,6.34,26.23
2023-03-16,Amazon RDS,us-west-2,11.54,10.99
2023-01-23,Amazon S3,ap-south-1,18.97,49.47
2023-02-24,AWS Lambda,eu-west-1,23.08,28.76
2023-03-21,AWS Lambda,us-east-1,18.56,6.98
2023-03-16,Amazon S3,ap-south-1,20.67,34.47
2023-01-16,Amazon CloudFront,ap-south-1,14.87,44.9
2023-01-08,Amazon RDS,us-west-2,20.21,37.28
2023-01-04,AWS Lambda,ap-south-1,19.04,3.91
2023-01-04,Amazon CloudFront,us-west-2,9.67,44.8
2023-02-25,Amazon S3,eu-west-1,13.7,39.72
2023-01-25,Amazon CloudFront,us-west-2,19.51,8.0
2023-03-08,Amazon EC2,us-east-1,2.06,2.68
2023-03-08,AWS Lambda,us-west-2,19.59,27.91
2023-01-27,Amazon S3,us-east-1,5.09,7.89
2023-02-01,Amazon RDS,us-west-2,12.84,41.75
2023-02-19,Amazon S3,ap-south-1,19.59,17.98
2023-03-02,Amazon RDS,eu-west-1,6.84,45.65
2023-02-20,Amazon S3,us-east-1,6.65,28.33
2023-01-19,Amazon CloudFront,us-west-2,10.26,9.22
2023-01-21,Amazon CloudFront,us-west-2,21.58,7.07
2023-01-05,Amazon CloudFront,us-west-2,1.01,28.87
2023-03-23,Amazon EC2,ap-south-1,21.73,38.12
2023-02-11,Amazon RDS,ap-south-1,4.54,39.1
2023-03-02,Amazon CloudFront,us-east-1,23.77,13.86
2023-01-22,Amazon EC2,us-east-1,22.96,10.29
2023-01-21,Amazon RDS,ap-south-1,12.38,0.94
2023-03-11,Amazon S3,us-east-1,12.79,33.99
2023-01-01,Amazon EC2,eu-west-1,12.08,3.92
2023-01-05,AWS Lambda,eu-west-1,15.62,21.1
2023-01-12,Amazon EC2,ap-south-1,3.09,30.12
2023-03-31,Amazon EC2,us-east-1,1.75,46.86
2023-02-15,Amazon RDS,us-west-2,2.33,15.66
2023-02-03,Amazon S3,eu-west-1,11.22,12.56
2023-02-18,AWS Lambda,ap-south-1,7.34,32.74
2023-03-19,Amazon CloudFront,us-east-1,15.31,31.0
2023-03-31,Amazon CloudFront,ap-south-1,23.83,16.67
2023-02-14,Amazon EC2,us-west-2,9.89,46.41
2023-01-27,Amazon RDS,eu-west-1,14.2,42.26
2023-03-14,Amazon RDS,ap-south-1,10.56,11.28
2023-01-26,Amazon CloudFront,ap-south-1,20.49,12.03
2023-02-16,AWS Lambda,ap-south-1,21.75,25.66
2023-03-27,Amazon S3,us-west-2,21.18,38.7
2023-02-25,AWS Lambda,ap-south-1,23.41,2.3
2023-03-04,Amazon S3,us-west-2,1.63,34.7
2023-02-17,Amazon CloudFront,us-west-2,20.32,32.45
2023-03-02,Amazon S3,us-west-2,18.29,11.65
2023-03-22,Amazon RDS,eu-west-1,6.26,34.1
2023-01-26,Amazon EC2,eu-west-1,23.0,47.02
2023-02-05,Amazon EC2,ap-south-1,4.41,2.43
2023-01-01,Amazon CloudFront,ap-south-1,16.63,16.05
2023-01-08,Amazon RDS,eu-west-1,6.17,21.97
2023-02-21,AWS Lambda,us-east-1,10.92,44.97
2023-03-20,Amazon RDS,eu-west-1,17.54,48.12
2023-02-16,Amazon EC2,us-west-2,13.96,22.26
2023-02-25,Amazon EC2,eu-west-1,10.83,37.53
2023-03-27,Amazon RDS,us-west-2,8.51,26.63
2023-01-14,Amazon RDS,ap-south-1,20.31,26.94
2023-03-31,Amazon EC2,us-east-1,4.31,13.98
2023-01-28,AWS Lambda,ap-south-1,10.89,10.93
2023-03-28,Amazon CloudFront,us-west-2,21.79,14.47
2023-03-19,Amazon CloudFront,us-west-2,20.45,27.86
2023-03-29,Amazon RDS,us-west-2,10.22,1.55
2023-01-02,Amazon CloudFront,us-east-1,18.55,45.37
2023-01-26,Amazon EC2,eu-west-1,19.93,7.9
2023-01-14,Amazon EC2,ap-south-1,21.44,11.08
2023-02-28,Amazon RDS,ap-south-1,13.52,25.96
2023-02-25,Amazon RDS,eu-west-1,5.7,35.53
2023-01-07,Amazon RDS,ap-south-1,6.87,4.88
2023-01-03,AWS Lambda,us-east-1,7.8,15.95
2023-01-23,Amazon CloudFront,ap-south-1,14.66,48.44
2023-01-18,Amazon RDS,us-west-2,1.75,13.19
2023-02-07,Amazon S3,eu-west-1,15.63,15.72
2023-01-15,Amazon S3,us-east-1,9.38,41.84
2023-03-05,Amazon EC2,eu-west-1,7.79,2.61
2023-03-30,Amazon CloudFront,us-east-1,21.23,23.28
2023-01-28,Amazon RDS,us-west-2,11.58,19.04
2023-03-15,Amazon S3,eu-west-1,3.19,15.9
2023-02-08,Amazon CloudFront,ap-south-1,20.02,14.36
2023-02-26,Amazon EC2,us-east-1,2.1,4.66
2023-01-17,AWS Lambda,eu-west-1,17.72,15.81
2023-03-27,Amazon CloudFront,ap-south-1,18.8,2.25
2023-03-31,Amazon CloudFront,eu-west-1,9.11,39.07
2023-02-13,AWS Lambda,eu-west-1,19.97,19.97
2023-01-25,Amazon CloudFront,eu-west-1,12.86,22.25
2023-01-17,Amazon EC2,us-east-1,11.66,44.69
2023-01-13,Amazon EC2,ap-south-1,2.04,32.94
2023-03-25,AWS Lambda,us-west-2,7.67,0.5
2023-01-25,Amazon RDS,us-east-1,22.41,47.16
2023-03-09,Amazon S3,us-east-1,10.01,11.93
2023-01-10,Amazon RDS,us-east-1,13.57,5.47
2023-03-08,Amazon CloudFront,us-west-2,13.24,38.43
2023-01-18,Amazon S3,ap-south-1,14.58,25.07
2023-03-27,AWS Lambda,ap-south-1,2.41,21.75
2023-02-03,AWS Lambda,ap-south-1,9.33,12.55
2023-01-08,Amazon S3,eu-west-1,17.63,27.42
2023-02-09,Amazon EC2,eu-west-1,5.61,13.79
2023-03-24,Amazon S3,eu-west-1,5.68,45.09
2023-02-11,Amazon CloudFront,us-west-2,1.23,10.84
2023-02-10,Amazon EC2,eu-west-1,11.06,44.23
2023-01-06,AWS Lambda,us-west-2,21.3,28.01
2023-02-21,Amazon S3,ap-south-1,2.19,41.44
2023-01-26,Amazon RDS,eu-west-1,5.4,35.67
2023-03-05,Amazon RDS,eu-west-1,8.13,34.87
2023-02-28,Amazon CloudFront,us-east-1,17.83,16.28
2023-02-25,Amazon RDS,us-west-2,15.73,11.77
2023-02-28,Amazon S3,ap-south-1,10.57,10.62
2023-03-11,Amazon S3,us-east-1,18.46,42.87
2023-02-02,Amazon RDS,us-east-1,15.02,41.04
2023-02-22,Amazon S3,ap-south-1,21.61,22.08
2023-01-22,Amazon CloudFront,us-east-1,19.81,6.71
2023-01-21,Amazon EC2,us-west-2,6.81,19.17
2023-03-11,Amazon CloudFront,us-west-2,7.24,31.01
2023-03-11,Amazon CloudFront,eu-west-1,3.88,22.77
2023-01-04,Amazon S3,us-east-1,8.75,39.03
2023-03-16,Amazon EC2,eu-west-1,23.99,49.88
2023-03-03,Amazon S3,us-east-1,10.33,9.64
2023-03-03,AWS Lambda,us-west-2,6.07,23.04
2023-01-24,Amazon S3,us-west-2,18.54,21.61
2023-02-24,Amazon S3,us-west-2,13.48,15.29
2023-01-09,Amazon S3,us-east-1,4.44,9.98
2023-01-03,Amazon EC2,us-west-2,9.76,3.38
2023-01-31,Amazon S3,us-east-1,10.53,44.37
2023-02-09,Amazon EC2,eu-west-1,18.34,21.05
2023-02-05,Amazon RDS,us-east-1,1.48,24.9
2023-01-24,AWS Lambda,eu-west-1,7.19,45.86
2023-01-06,Amazon EC2,us-east-1,12.9,38.84
2023-03-07,Amazon RDS,eu-west-1,7.18,6.61
2023-03-25,Amazon EC2,us-west-2,15.45,28.31
2023-03-16,Amazon EC2,eu-west-1,12.08,22.17
2023-01-04,AWS Lambda,us-west-2,9.32,39.88
2023-03-20,Amazon CloudFront,us-west-2,22.83,36.24
2023-01-06,Amazon CloudFront,eu-west-1,15.54,34.55
2023-02-20,Amazon EC2,us-east-1,3.99,17.09
2023-03-03,Amazon S3,us-east-1,13.88,40.27
2023-02-26,Amazon RDS,ap-south-1,18.96,2.71
2023-03-07,Amazon S3,us-east-1,17.3,8.07
2023-03-20,Amazon S3,ap-south-1,4.96,16.85
2023-03-16,Amazon EC2,us-east-1,23.37,3.93
2023-01-08,Amazon EC2,us-east-1,11.32,11.83
2023-01-26,Amazon EC2,us-west-2,4.66,41.52
2023-02-20,Amazon EC2,ap-south-1,5.14,47.42
